id,title,description,suiteId,moduleId,categoryId
data_structures_registry_unregister,in registry %1 unregister key %2,Unregisters a function from a registry.,data_structures,data_structures,cat_registry_plugin_patterns
data_structures_registry_list,list registered keys in %1,Lists all registered keys in a registry.,data_structures,data_structures,cat_registry_plugin_patterns
data_structures_record_define_namedtuple,define named tuple %1 with fields %2,Defines a new named tuple class.,data_structures,data_structures,cat_records
data_structures_record_define_dataclass,define dataclass %1 with fields %2 and defaults %3,Defines a new dataclass.,data_structures,data_structures,cat_records
data_structures_record_instantiate,create instance of %1 with values %2,Creates an instance of a record (named tuple or dataclass).,data_structures,data_structures,cat_records
data_structures_record_to_dict,convert record %1 to dictionary,Converts a record instance to a dictionary.,data_structures,data_structures,cat_records
data_structures_record_from_dict,create instance of %1 from dictionary %2,Creates a record instance from a dictionary.,data_structures,data_structures,cat_records
data_structures_map_get_path,in dictionary %1 get path %2 default %3,Gets a value from a nested dictionary using a list of keys.,data_structures,data_structures,cat_mappings
data_structures_map_set_path,in dictionary %1 set path %2 to value %3,Sets a value in a nested dictionary using a list of keys.,data_structures,data_structures,cat_mappings
data_structures_map_flatten,flatten dictionary %1,Flattens a nested dictionary into a single level.,data_structures,data_structures,cat_mappings
data_structures_map_unflatten,unflatten dictionary %1,Unflattens a dictionary with dot-separated keys into a nested dictionary.,data_structures,data_structures,cat_mappings
data_structures_map_filter_by_value,filter dictionary %1 by value where %2,Filters a dictionary by its values using a lambda function.,data_structures,data_structures,cat_mappings
data_structures_map_keys_to_list,keys of %1 as list,Returns a list of the dictionary's keys.,data_structures,data_structures,cat_mappings
data_structures_map_items_to_list,items of %1 as list of tuples,"Returns a list of the dictionary's (key, value) pairs.",data_structures,data_structures,cat_mappings
data_structures_map_invert,invert dictionary %1,"Inverts a dictionary, swapping keys and values.",data_structures,data_structures,cat_mappings
data_structures_frozen_map,frozen map from dictionary %1,Creates an immutable map (frozenset of items).,data_structures,data_structures,cat_immutable_persistent_helpers
data_structures_frozen_list,frozen list from list %1,Creates an immutable list (tuple).,data_structures,data_structures,cat_immutable_persistent_helpers
cv2_imread,read image from path %1,Reads an image from a file.,opencv,cv2,cat_image
core_none,None,The None object.,unassigned,core_fundamentals,unassigned
core_type,type of %1,Returns the type of a variable.,unassigned,core_fundamentals,unassigned
core_isinstance,is %1 an instance of %2,Checks if an object is an instance of a class.,unassigned,core_fundamentals,unassigned
core_enum,create enum %1 with members %2,Creates a new enumeration type. Provide a list of strings for members.,unassigned,core_fundamentals,unassigned
core_dataclass,create dataclass %1 with fields %2,Creates a new dataclass. Provide a list of strings for field names.,unassigned,core_fundamentals,unassigned
core_namedtuple,create namedtuple %1 with fields %2,Creates a new namedtuple. Provide a list of strings for field names.,unassigned,core_fundamentals,unassigned
python_text,%1,A string of text.,unassigned,core_fundamentals,unassigned
python_number,%1,A number.,unassigned,core_fundamentals,unassigned
python_boolean,%1,A boolean value (True or False).,unassigned,core_fundamentals,unassigned
python_list,create list with %1,Create a list with any number of items.,unassigned,core_fundamentals,unassigned
python_dict,create dictionary with %1,Create a dictionary with key-value pairs.,unassigned,core_fundamentals,unassigned
python_key_value,key %1 value %2,A key-value pair for a dictionary.,unassigned,core_fundamentals,unassigned
logic_match,match %1,A match-case statement. Only case blocks can be placed inside.,unassigned,control_flow_logic,unassigned
logic_case,case %1 : %2,A case clause for a match statement.,unassigned,control_flow_logic,unassigned
logic_case_default,default case : %1,The default case (case _) for a match statement. Must be the last case.,unassigned,control_flow_logic,unassigned
control_for_indexed,"for index %1, value %2 in %3",Loops through a list with an index and value.,control_computation,control_computation,cat_loops
control_for_zip,for %1 in zip %2,Loops through multiple lists at once.,control_computation,control_computation,cat_loops
control_loop_limit,limit loop iterations to %1,Adds a safety limit to a loop to prevent infinite loops.,unassigned,control_computation,unassigned
control_lambda_expr,lambda %1 : %2,Creates a lambda function.,control_computation,control_computation,cat_functions_calls
control_partial_apply,partially apply function %1 with pre-filled args %2,Creates a new function with some arguments pre-filled.,control_computation,control_computation,cat_functions_calls
control_function_decorator,@ %1,Applies a decorator to a function definition.,control_computation,control_computation,cat_functions_calls
control_function_docstring,docstring %1,Adds a docstring to a function. Must be the first statement in a function.,control_computation,control_computation,cat_functions_calls
control_function_def,define %1 with parameters %2,Defines a function with parameters.,unassigned,control_computation,unassigned
control_try_except,try %1,"Tries to execute code, and catches an exception.",control_computation,control_computation,cat_error_handling
control_try_except_finally,try %1,"Tries to execute code, catches an exception, and runs a final block of code.",control_computation,control_computation,cat_error_handling
control_raise_exception,raise exception %1 with message %2,Raises an exception.,control_computation,control_computation,cat_error_handling
control_assert_block,assert %1 with message %2,Asserts that a condition is true.,control_computation,control_computation,cat_error_handling
control_match,match %1,A match-case block (requires Python 3.10+).,control_computation,control_computation,cat_conditionals
control_case,case %1,A case for a match-case block.,unassigned,control_computation,unassigned
control_list_comp,list comprehension [ %1 for %2 in %3 if %4 ],Creates a list using a list comprehension.,control_computation,control_computation,cat_comprehensions
control_dict_comp,dictionary comprehension { %1 : %2 for %3 in %4 if %5 },Creates a dictionary using a dictionary comprehension.,control_computation,control_computation,cat_comprehensions
control_set_comp,set comprehension { %1 for %2 in %3 if %4 },Creates a set using a set comprehension.,control_computation,control_computation,cat_comprehensions
control_gen_expr,generator expression ( %1 for %2 in %3 if %4 ),Creates a generator expression.,control_computation,control_computation,cat_comprehensions
control_math_stats,calculate %1 of list %2,Calculates a statistical value of a list of numbers.,control_computation,control_computation,cat_operators_advanced_math
control_decimal_create,decimal from %1,Creates a decimal number for high-precision calculations.,control_computation,control_computation,cat_operators_advanced_math
control_fraction_create,fraction with numerator %1 and denominator %2,Creates a fraction.,control_computation,control_computation,cat_operators_advanced_math
control_complex_create,complex number with real part %1 and imaginary part %2,Creates a complex number.,control_computation,control_computation,cat_operators_advanced_math
control_accumulate,accumulate %1 with function %2,Returns a list of accumulated results.,control_computation,control_computation,cat_operators_advanced_math
concurrency_submit_task,run in background %1 with args %2,Runs a function in the background using a managed thread pool. Returns a future object.,unassigned,concurrency_parallelism,unassigned
concurrency_get_future_result,get result from future %1 with timeout (secs) %2,Waits for a background task to finish and gets its result. Provide a timeout in seconds.,unassigned,concurrency_parallelism,unassigned
concurrency_is_future_done,is future %1 done?,"Checks if a background task has completed, failed, or been cancelled.",unassigned,concurrency_parallelism,unassigned
concurrency_thread_start,start new thread with function %1 and args %2,Starts a new thread.,concurrency_async,concurrency_async,cat_threading__executor
concurrency_thread_join,join thread %1,Waits for a thread to complete.,concurrency_async,concurrency_async,cat_threading__executor
concurrency_thread_pool_submit,submit to thread pool function %1 with args %2,Submits a task to the thread pool.,concurrency_async,concurrency_async,cat_threading__executor
concurrency_future_result,get result from future %1 with timeout %2,Gets the result from a future.,concurrency_async,concurrency_async,cat_threading__executor
concurrency_thread_lock_acquire,acquire lock %1,Acquires a thread lock.,concurrency_async,concurrency_async,cat_threading__executor
concurrency_thread_lock_release,release lock %1,Releases a thread lock.,concurrency_async,concurrency_async,cat_threading__executor
concurrency_schedule_every,schedule to run %1 every %2 seconds,Schedules a function to run at a regular interval.,concurrency_async,concurrency_async,cat_scheduling
concurrency_schedule_once,schedule to run %1 once after %2 seconds,Schedules a function to run once after a delay.,concurrency_async,concurrency_async,cat_scheduling
concurrency_queue_put,put item %1 into queue %2,Puts an item into a queue.,concurrency_async,concurrency_async,cat_queues__synchronization
concurrency_queue_get,get item from queue %1 with timeout %2,Gets an item from a queue.,concurrency_async,concurrency_async,cat_queues__synchronization
concurrency_event_wait_set_clear,%1 event %2,Interacts with a threading event.,concurrency_async,concurrency_async,cat_queues__synchronization
concurrency_semaphore_acquire_release,%1 semaphore %2,Acquires or releases a semaphore.,concurrency_async,concurrency_async,cat_queues__synchronization
concurrency_async_def,async define %1 with parameters %2,Defines an asynchronous function.,concurrency_async,concurrency_async,cat_async_asyncio_safe_wrappers
concurrency_await_block,await %1,Awaits an awaitable object.,concurrency_async,concurrency_async,cat_async_asyncio_safe_wrappers
concurrency_async_sleep,async sleep for %1 seconds,Asynchronously sleeps for a number of seconds.,concurrency_async,concurrency_async,cat_async_asyncio_safe_wrappers
concurrency_async_gather,async gather %1,Gathers results from multiple awaitable objects.,concurrency_async,concurrency_async,cat_async_asyncio_safe_wrappers
concurrency_async_http_get,async HTTP GET url %1,Performs an asynchronous HTTP GET request.,concurrency_async,concurrency_async,cat_async_asyncio_safe_wrappers
collections_counter_create,create Counter from %1,Creates a collections.Counter object from an iterable.,standard_library,collections,cat_collections
collections_deque_create,create deque from %1,Creates a collections.deque object from an iterable.,standard_library,collections,cat_collections
collections_deque_append,append %1 to deque %2,Appends an item to the right end of the deque.,standard_library,collections,cat_collections
collections_deque_appendleft,append left %1 to deque %2,Appends an item to the left end of the deque.,standard_library,collections,cat_collections
collections_deque_pop,pop from deque %1,Removes and returns an item from the right end of the deque.,standard_library,collections,cat_collections
collections_deque_popleft,pop left from deque %1,Removes and returns an item from the left end of the deque.,standard_library,collections,cat_collections
collections_defaultdict_create,create defaultdict with default factory %1,"Creates a collections.defaultdict with a specified default factory (e.g., int, list, str).",standard_library,collections,cat_collections
beautifulsoup_parse_html,parse HTML text %1 with parser %2,Parse HTML content into a BeautifulSoup object.,web_scraping,beautifulsoup,cat_beautifulsoup
beautifulsoup_find,in soup %1 find first tag %2 with attributes %3,Find the first tag that matches the given criteria.,web_scraping,beautifulsoup,cat_beautifulsoup
beautifulsoup_find_all,in soup %1 find all tags %2 with attributes %3 limit %4,Find all tags that match the given criteria.,web_scraping,beautifulsoup,cat_beautifulsoup
beautifulsoup_get_text,get text from element %1,Get all the text from a tag or a soup object.,web_scraping,beautifulsoup,cat_beautifulsoup
beautifulsoup_get_attribute,from element %1 get attribute %2,Get the value of an attribute from a tag.,web_scraping,beautifulsoup,cat_beautifulsoup
automation_ssh_connect,connect SSH to host %1,Connects to a host via SSH. (Admin gated),automation_devops,automation_devops,cat_ssh_remote_ops
automation_ssh_run,on SSH connection %1 run command %2,Runs a command on a remote host via SSH.,automation_devops,automation_devops,cat_ssh_remote_ops
automation_scp_upload,on SSH connection %1 upload from %2 to %3,Uploads a file to a remote host via SCP.,automation_devops,automation_devops,cat_ssh_remote_ops
automation_scp_download,on SSH connection %1 download from %2 to %3,Downloads a file from a remote host via SCP.,automation_devops,automation_devops,cat_ssh_remote_ops
automation_cmd_run_safe,run safe command %1 with args %2,Runs a pre-approved command from a safe list.,automation_devops,automation_devops,cat_safe_shell_commands
automation_cmd_user_confirm,confirm with user: %1,Asks the user for confirmation before proceeding.,automation_devops,automation_devops,cat_safe_shell_commands
automation_cmd_capture_output,run safe command %1 and capture output,Runs a pre-approved command and captures its output.,automation_devops,automation_devops,cat_safe_shell_commands
automation_ci_trigger,trigger CI job %1 with params %2,Triggers a CI/CD job.,automation_devops,automation_devops,cat_automation_helpers
automation_artifact_upload,upload artifact at path %1,Uploads a build artifact.,automation_devops,automation_devops,cat_automation_helpers
automation_artifact_download,download artifact with id %1,Downloads a build artifact and returns its path.,automation_devops,automation_devops,cat_automation_helpers
automation_docker_run,docker run image %1 with args %2,Runs a Docker container. (Admin gated),automation_devops,automation_devops,cat_containers_infra
automation_terraform_apply,terraform apply plan %1,Applies a Terraform plan. (Admin gated),automation_devops,automation_devops,cat_containers_infra
automation_ansible_run,ansible run playbook %1,Runs an Ansible playbook. (Admin gated),automation_devops,automation_devops,cat_containers_infra
async_function,async function %1 ( %2 ),Defines an asynchronous function.,unassigned,async_networking,unassigned
async_await,await %1,Waits for an awaitable object (like an async function call) to complete.,unassigned,async_networking,unassigned
async_http_get,async GET from url %1 with headers %2,Makes an asynchronous GET request to a whitelisted URL.,unassigned,async_networking,unassigned
async_http_post,async POST to url %1 with data %2 json %3 headers %4,Makes an asynchronous POST request to a whitelisted URL.,unassigned,async_networking,unassigned
argparse_import,import argparse,Imports the argparse module.,tools_testing,argparse,cat_argparse
argparse_create_parser,create argument parser with description %1,Creates an ArgumentParser object.,tools_testing,argparse,cat_argparse
argparse_add_argument,parser %1 add argument %2,Adds an argument to the parser.,tools_testing,argparse,cat_argparse
argparse_parse_args,parser %1 parse args,Parses the command-line arguments.,tools_testing,argparse,cat_argparse
argparse_get_arg,get arg %1 from parsed args %2,Gets the value of a specific argument.,tools_testing,argparse,cat_argparse
